area_code,year,scottish_health_survey_indicator,sex,percentage
S12000049,2015-2018,Overweight: Not overweight or obese,Male,38
S12000049,2015-2018,Overweight: Overweight (including obese),All,62
S12000049,2015-2018,Overweight: Overweight (including obese),Female,62
S12000049,2015-2018,Overweight: Overweight (including obese),Male,62
S12000049,2015-2018,Summary activity levels: Low activity,All,5
S12000049,2015-2018,Summary activity levels: Low activity,Female,6
S12000049,2015-2018,Summary activity levels: Low activity,Male,4
S12000049,2015-2018,Summary activity levels: Meets recommendations,All,62
S12000049,2015-2018,Summary activity levels: Meets recommendations,Female,56
S12000049,2015-2018,Summary activity levels: Meets recommendations,Male,70
S12000049,2015-2018,Summary activity levels: Some activity,All,10
S12000049,2015-2018,Summary activity levels: Some activity,Female,12
S12000049,2015-2018,Summary activity levels: Some activity,Male,8
S12000049,2015-2018,Summary activity levels: Very low activity,All,22
S12000049,2015-2018,Summary activity levels: Very low activity,Female,26
S12000049,2015-2018,Summary activity levels: Very low activity,Male,18
S12000049,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,15
S12000049,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,16
S12000049,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,14
S12000049,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,85
S12000049,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,84
S12000049,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,86
S12000049,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,29
S12000049,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,30
S12000049,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,28
S12000049,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,43
S12000049,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,45
S12000049,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,42
S12000049,2016-2019,Life satisfaction: Mode (8),All,28
S12000049,2016-2019,Life satisfaction: Mode (8),Female,26
S12000049,2016-2019,Life satisfaction: Mode (8),Male,31
S12000049,2016-2019,Obesity: Not obese,All,73
S12000049,2016-2019,Obesity: Not obese,Female,68
S12000049,2016-2019,Obesity: Not obese,Male,78
S12000049,2016-2019,Obesity: Obese,All,27
S12000049,2016-2019,Obesity: Obese,Female,32
S12000049,2016-2019,Obesity: Obese,Male,22
S12000049,2016-2019,Overweight: Not overweight or obese,All,39
S12000049,2016-2019,Overweight: Not overweight or obese,Female,37
S12000049,2016-2019,Overweight: Not overweight or obese,Male,42
S12000049,2016-2019,Overweight: Overweight (including obese),All,61
S12000049,2016-2019,Overweight: Overweight (including obese),Female,63
S12000049,2016-2019,Overweight: Overweight (including obese),Male,58
S12000049,2016-2019,Summary activity levels: Low activity,All,4
S12000049,2016-2019,Summary activity levels: Low activity,Female,5
S12000049,2016-2019,Summary activity levels: Low activity,Male,4
S12000049,2016-2019,Summary activity levels: Meets recommendations,All,62
S12000049,2016-2019,Summary activity levels: Meets recommendations,Female,56
S12000049,2016-2019,Summary activity levels: Meets recommendations,Male,69
S12000049,2016-2019,Summary activity levels: Some activity,All,11
S12000049,2016-2019,Summary activity levels: Some activity,Female,13
S12000049,2016-2019,Summary activity levels: Some activity,Male,8
S12000049,2016-2019,Summary activity levels: Very low activity,All,23
S12000049,2016-2019,Summary activity levels: Very low activity,Female,26
S12000049,2016-2019,Summary activity levels: Very low activity,Male,19
S12000050,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,16
S12000050,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,17
S12000050,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,15
S12000050,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,84
S12000050,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,83
S12000050,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,85
S12000050,2015-2018,Obesity: Not obese,All,66
S12000050,2015-2018,Obesity: Not obese,Female,67
S12000050,2015-2018,Obesity: Not obese,Male,64
S12000050,2015-2018,Obesity: Obese,All,34
S12000050,2015-2018,Obesity: Obese,Female,33
S12000050,2015-2018,Obesity: Obese,Male,36
S12000050,2015-2018,Overweight: Not overweight or obese,All,29
S12000050,2015-2018,Overweight: Not overweight or obese,Female,32
S12000050,2015-2018,Overweight: Not overweight or obese,Male,26
S12000050,2015-2018,Overweight: Overweight (including obese),All,71
S12000050,2015-2018,Overweight: Overweight (including obese),Female,68
S12000050,2015-2018,Overweight: Overweight (including obese),Male,74
S12000050,2015-2018,Summary activity levels: Low activity,All,4
S12000050,2015-2018,Summary activity levels: Low activity,Female,6
S12000050,2015-2018,Summary activity levels: Low activity,Male,2
S12000050,2015-2018,Summary activity levels: Meets recommendations,All,59
S12000050,2015-2018,Summary activity levels: Meets recommendations,Female,54
S12000050,2015-2018,Summary activity levels: Meets recommendations,Male,65
S12000050,2015-2018,Summary activity levels: Some activity,All,13
S12000050,2015-2018,Summary activity levels: Some activity,Female,16
S12000050,2015-2018,Summary activity levels: Some activity,Male,11
S12000050,2015-2018,Summary activity levels: Very low activity,All,23
S12000050,2015-2018,Summary activity levels: Very low activity,Female,24
S12000050,2015-2018,Summary activity levels: Very low activity,Male,23
S12000050,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,16
S12000050,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,15
S12000050,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S12000050,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,84
S12000050,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,85
S12000050,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,84
S12000050,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,29
S12000050,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,32
S12000050,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,27
S12000050,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,40
S12000050,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,37
S12000050,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,44
S12000050,2016-2019,Life satisfaction: Mode (8),All,30
S12000050,2016-2019,Life satisfaction: Mode (8),Female,31
S12000050,2016-2019,Life satisfaction: Mode (8),Male,29
S12000050,2016-2019,Obesity: Not obese,All,67
S12000050,2016-2019,Obesity: Not obese,Female,68
S12000050,2016-2019,Obesity: Not obese,Male,66
S12000050,2016-2019,Obesity: Obese,All,33
S12000050,2016-2019,Obesity: Obese,Female,32
S12000050,2016-2019,Obesity: Obese,Male,34
S12000050,2016-2019,Overweight: Not overweight or obese,All,30
S12000050,2016-2019,Overweight: Not overweight or obese,Female,31
S12000050,2016-2019,Overweight: Not overweight or obese,Male,29
S12000050,2016-2019,Overweight: Overweight (including obese),All,70
S12000050,2016-2019,Overweight: Overweight (including obese),Female,69
S12000050,2016-2019,Overweight: Overweight (including obese),Male,71
S12000050,2016-2019,Summary activity levels: Low activity,All,3
S12000050,2016-2019,Summary activity levels: Low activity,Female,5
S12000050,2016-2019,Summary activity levels: Low activity,Male,2
S12000050,2016-2019,Summary activity levels: Meets recommendations,All,60
S12000050,2016-2019,Summary activity levels: Meets recommendations,Female,54
S12000050,2016-2019,Summary activity levels: Meets recommendations,Male,66
S12000050,2016-2019,Summary activity levels: Some activity,All,14
S12000050,2016-2019,Summary activity levels: Some activity,Female,17
S12000050,2016-2019,Summary activity levels: Some activity,Male,10
S12000050,2016-2019,Summary activity levels: Very low activity,All,23
S12000050,2016-2019,Summary activity levels: Very low activity,Female,23
S12000050,2016-2019,Summary activity levels: Very low activity,Male,22
S92000003,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,All,16
S92000003,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Female,15
S92000003,2015-2018,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S92000003,2015-2018,Any cardiovascular condition: No cardiovascular condition,All,84
S92000003,2015-2018,Any cardiovascular condition: No cardiovascular condition,Female,85
S92000003,2015-2018,Any cardiovascular condition: No cardiovascular condition,Male,84
S92000003,2015-2018,Obesity: Not obese,All,71
S92000003,2015-2018,Obesity: Not obese,Female,70
S92000003,2015-2018,Obesity: Not obese,Male,72
S92000003,2015-2018,Obesity: Obese,All,29
S92000003,2015-2018,Obesity: Obese,Female,30
S92000003,2015-2018,Obesity: Obese,Male,28
S92000003,2015-2018,Overweight: Not overweight or obese,All,35
S92000003,2015-2018,Overweight: Not overweight or obese,Female,38
S92000003,2015-2018,Overweight: Not overweight or obese,Male,32
S92000003,2015-2018,Overweight: Overweight (including obese),All,65
S92000003,2015-2018,Overweight: Overweight (including obese),Female,62
S92000003,2015-2018,Overweight: Overweight (including obese),Male,68
S92000003,2015-2018,Summary activity levels: Low activity,All,4
S92000003,2015-2018,Summary activity levels: Low activity,Female,5
S92000003,2015-2018,Summary activity levels: Low activity,Male,4
S92000003,2015-2018,Summary activity levels: Meets recommendations,All,64
S92000003,2015-2018,Summary activity levels: Meets recommendations,Female,60
S92000003,2015-2018,Summary activity levels: Meets recommendations,Male,69
S92000003,2015-2018,Summary activity levels: Some activity,All,11
S92000003,2015-2018,Summary activity levels: Some activity,Female,12
S92000003,2015-2018,Summary activity levels: Some activity,Male,9
S92000003,2015-2018,Summary activity levels: Very low activity,All,21
S92000003,2015-2018,Summary activity levels: Very low activity,Female,23
S92000003,2015-2018,Summary activity levels: Very low activity,Male,18
S92000003,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,All,16
S92000003,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Female,15
S92000003,2016-2019,Any cardiovascular condition: Has a cardiovascular condition,Male,16
S92000003,2016-2019,Any cardiovascular condition: No cardiovascular condition,All,84
S92000003,2016-2019,Any cardiovascular condition: No cardiovascular condition,Female,85
S92000003,2016-2019,Any cardiovascular condition: No cardiovascular condition,Male,84
S92000003,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,35
S92000003,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,35
S92000003,2016-2019,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,34
S92000003,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,34
S92000003,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,34
S92000003,2016-2019,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,35
S92000003,2016-2019,Life satisfaction: Mode (8),All,31
S92000003,2016-2019,Life satisfaction: Mode (8),Female,31
S92000003,2016-2019,Life satisfaction: Mode (8),Male,31
S92000003,2016-2019,Obesity: Not obese,All,71
S92000003,2016-2019,Obesity: Not obese,Female,70
S92000003,2016-2019,Obesity: Not obese,Male,72
S92000003,2016-2019,Obesity: Obese,All,29
S92000003,2016-2019,Obesity: Obese,Female,30
S92000003,2016-2019,Obesity: Obese,Male,28
S92000003,2016-2019,Overweight: Not overweight or obese,All,35
S92000003,2016-2019,Overweight: Not overweight or obese,Female,37
S92000003,2016-2019,Overweight: Not overweight or obese,Male,32
S92000003,2016-2019,Overweight: Overweight (including obese),All,65
S92000003,2016-2019,Overweight: Overweight (including obese),Female,63
S92000003,2016-2019,Overweight: Overweight (including obese),Male,68
S92000003,2016-2019,Summary activity levels: Low activity,All,4
S92000003,2016-2019,Summary activity levels: Low activity,Female,5
S92000003,2016-2019,Summary activity levels: Low activity,Male,3
S92000003,2016-2019,Summary activity levels: Meets recommendations,All,65
S92000003,2016-2019,Summary activity levels: Meets recommendations,Female,60
S92000003,2016-2019,Summary activity levels: Meets recommendations,Male,70
S92000003,2016-2019,Summary activity levels: Some activity,All,11
S92000003,2016-2019,Summary activity levels: Some activity,Female,12
S92000003,2016-2019,Summary activity levels: Some activity,Male,9
S92000003,2016-2019,Summary activity levels: Very low activity,All,21
S92000003,2016-2019,Summary activity levels: Very low activity,Female,23
S92000003,2016-2019,Summary activity levels: Very low activity,Male,18
